998,2995,4990,9928
the	ð ə
stratification	s t ɹ æ t ə f ɪ k eɪ ʃ ə n
singularity	s ɪ ŋ ɡ j ə ɫ ɛ ɹ ə t i
quartz	k w ɔ ɹ t s
sculptor	s k ʌ ɫ p t ɝ
pup	p ʌ p
parasite	p ɛ ɹ ə s aɪ t
illegitimate	ɪ ɫ ɪ dʒ ɪ t ə m ɪ t
ignition	ɪ ɡ n ɪ ʃ ə n
resent	ɹ ɪ z ɛ n t
lien	ɫ i n
carcass	k ɑ ɹ k ə s
shack	ʃ æ k
beseech	b i s i tʃ
dismal	d ɪ z m ə ɫ
adversely	æ d v ɝ s ɫ i
instinctive	ɪ n s t ɪ ŋ k t ɪ v
patriot	p eɪ t ɹ i ə t
rep	ɹ ɛ p
expiration	ɛ k s p ɝ eɪ ʃ ə n
tasty	t eɪ s t i
peck	p ɛ k
gratefully	ɡ ɹ eɪ t f ə ɫ i
expedient	ɪ k s p i d i ə n t
truthful	t ɹ u θ f ə ɫ
ambivalence	æ m b ɪ v ə ɫ ə n s
rectify	ɹ ɛ k t ə f aɪ
spectrometry	s p ɛ k t ɹ ɑ m ə t ɹ i
sly	s ɫ aɪ
monsieur	m ə s j ɝ
midday	m ɪ d d eɪ
sweaty	s w ɛ t i
dipole	d aɪ p oʊ ɫ
snarl	s n ɑ ɹ ɫ
cannabis	k æ n ə b ə s
suffix	s ʌ f ɪ k s
pristine	p ɹ ɪ s t i n
impersonal	ɪ m p ɝ s ə n ə ɫ
subway	s ʌ b w eɪ
spicy	s p aɪ s i
hog	h ɑ ɡ
toxin	t ɑ k s ə n
femininity	f ɛ m ə n ɪ n ə t i
parlour	p ɑ ɹ ɫ ɝ
narrate	n ɛ ɹ eɪ t
biographical	b aɪ ə ɡ ɹ æ f ɪ k ə ɫ
upheaval	ə p h i v ə ɫ
idealism	aɪ d i ɫ ɪ z ə m
sacrificial	s æ k ɹ ə f ɪ ʃ ə ɫ
wondrous	w ʌ n d ɹ ə s
geographically	dʒ i ə ɡ ɹ æ f ɪ k ə ɫ i
glossy	ɡ ɫ ɔ s i
outpatient	aʊ t p eɪ ʃ ə n t
pee	p i
degrade	d ɪ ɡ ɹ eɪ d
chaplain	tʃ æ p ɫ ə n
rooftop	ɹ u f t ɑ p
raven	ɹ eɪ v ə n
builder	b ɪ ɫ d ɝ
discretionary	d ɪ s k ɹ ɛ ʃ ə n ɛ ɹ i
rustle	ɹ ʌ s ə ɫ
fatality	f ə t æ ɫ ɪ t i
aggressively	ə ɡ ɹ ɛ s ɪ v ɫ i
mamma	m ɑ m ə
tumble	t ʌ m b ə ɫ
suspiciously	s ə s p ɪ ʃ ə s ɫ i
liner	ɫ aɪ n ɝ
priesthood	p ɹ i s t h ʊ d
softness	s ɔ f t n ə s
tribulation	t ɹ ɪ b j ə ɫ eɪ ʃ ə n
lookout	ɫ ʊ k aʊ t
clap	k ɫ æ p
reviewer	ɹ i v j u ɝ
unfit	ə n f ɪ t
blankly	b ɫ æ ŋ k ɫ i
outreach	aʊ t ɹ i tʃ
visceral	v ɪ s ɝ ə ɫ
unitary	j u n ɪ t ɛ ɹ i
federation	f ɛ d ɝ eɪ ʃ ə n
petitioner	p ə t ɪ ʃ ə n ɝ
impartial	ɪ m p ɑ ɹ ʃ ə ɫ
aureus	ɔ ɹ ɛ ə s
infect	ɪ n f ɛ k t
nun	n ʌ n
mutter	m ʌ t ɝ
upbringing	ʌ p b ɹ ɪ ŋ ɪ ŋ
intolerance	ɪ n t ɑ ɫ ɝ ə n s
valence	v eɪ ɫ ə n s
crease	k ɹ i s
venerable	v ɛ n ɝ ə b ə ɫ
watchful	w ɑ tʃ f ə ɫ
pendant	p ɛ n d ə n t
yogurt	j oʊ ɡ ɝ t
courteous	k ɝ t i ə s
grimly	ɡ ɹ ɪ m ɫ i
remission	ɹ i m ɪ ʃ ə n
descendant	d ɪ s ɛ n d ə n t
stench	s t ɛ n tʃ
permeate	p ɝ m i eɪ t
victor	v ɪ k t ɝ
ingenuity	ɪ n dʒ ə n u ə t i
dilute	d aɪ ɫ u t
planar	p ɫ eɪ n ɝ
bravely	b ɹ eɪ v ɫ i
accompaniment	ə k ʌ m p n ɪ m ə n t
roadside	ɹ oʊ d s aɪ d
fungus	f ʌ ŋ ɡ ə s
indoors	ɪ n d ɔ ɹ z
apologise	ə p ɑ ɫ ə dʒ aɪ z
gulf	ɡ ʌ ɫ f
replay	ɹ i p ɫ eɪ
retina	ɹ ɛ t ə n ə
alveolar	æ ɫ v i ə ɫ ɝ
scientifically	s aɪ ə n t ɪ f ɪ k ə ɫ i
contentment	k ə n t ɛ n t m ə n t
stormy	s t ɔ ɹ m i
vigor	v ɪ ɡ ɝ
fallacy	f æ ɫ ə s i
beacon	b i k ə n
subtly	s ʌ t ə ɫ i
resonant	ɹ ɛ z ə n ə n t
buffet	b ʌ f ə t
lifespan	ɫ aɪ f s p æ n
barbecue	b ɑ ɹ b ɪ k j u
compliant	k ə m p ɫ aɪ ə n t
deportation	d i p ɔ ɹ t eɪ ʃ ə n
caption	k æ p ʃ ə n
wince	w ɪ n s
rustic	ɹ ʌ s t ɪ k
endlessly	ɛ n d ɫ ə s ɫ i
muzzle	m ʌ z ə ɫ
flu	f ɫ u
populace	p ɑ p j ə ɫ ə s
stringent	s t ɹ ɪ n dʒ ə n t
embryonic	ɛ m b ɹ i ɑ n ɪ k
ethylene	ɛ θ ə ɫ i n
disposable	d ɪ s p oʊ z ə b ə ɫ
forceful	f ɔ ɹ s f ə ɫ
iniquity	ɪ n ɪ k w ɪ t i
burner	b ɝ n ɝ
linearly	ɫ ɪ n i ɝ ɫ i
hare	h ɛ ɹ
predominate	p ɹ ɪ d ɑ m ə n eɪ t
cafeteria	k æ f ə t ɪ ɹ i ə
knowingly	n oʊ ɪ ŋ ɫ i
underworld	ʌ n d ɝ w ɝ ɫ d
refreshment	ɹ ə f ɹ ɛ ʃ m ə n t
informational	ɪ n f ɝ m eɪ ʃ ə n ə ɫ
cider	s aɪ d ɝ
pointless	p ɔɪ n t ɫ ə s
liturgy	ɫ ɪ t ɝ dʒ i
cozy	k oʊ z i
overwhelmingly	oʊ v ɝ w ɛ ɫ m ɪ ŋ ɫ i
hive	h aɪ v
oft	ɔ f t
godly	ɡ ɑ d ɫ i
frightful	f ɹ aɪ t f ə ɫ
theologian	θ i ə ɫ oʊ dʒ i ə n
densely	d ɛ n s ɫ i
wand	w ɑ n d
carrot	k æ ɹ ə t
robustness	ɹ oʊ b ʌ s t n ə s
sewer	s u ɝ
hoard	h ɔ ɹ d
envoy	ɛ n v ɔɪ
inductive	ɪ n d ʌ k t ɪ v
histogram	h ɪ s t ə ɡ ɹ æ m
dilution	d aɪ ɫ u ʃ ə n
boundless	b aʊ n d ɫ ə s
scant	s k æ n t
humbly	h ʌ m b ɫ i
testament	t ɛ s t ə m ə n t
heater	h i t ɝ
shutter	ʃ ʌ t ɝ
salesman	s eɪ ɫ z m ə n
snare	s n ɛ ɹ
dissipation	d ɪ s ɪ p eɪ ʃ ə n
platter	p ɫ æ t ɝ
reparation	ɹ ɛ p ɝ eɪ ʃ ə n
unused	ə n j u z d
simulator	s ɪ m j ə ɫ eɪ t ɝ
playwright	p ɫ eɪ ɹ aɪ t
taut	t ɔ t
insufficiency	ɪ n s ə f ɪ ʃ ə n s i
antidote	æ n t ɪ d oʊ t
adept	ə d ɛ p t
enamel	ɪ n æ m ə ɫ
silky	s ɪ ɫ k i
papal	p eɪ p ə ɫ
squeal	s k w i ɫ
repayment	ɹ i p eɪ m ə n t
twofold	t u f oʊ ɫ d
hush	h ʌ ʃ
serotonin	s ɝ ə t oʊ n ɪ n
unlucky	ə n ɫ ʌ k i
puberty	p j u b ɝ t i
handler	h æ n d ɫ ɝ
hysterical	h ɪ s t ɛ ɹ ɪ k ə ɫ
parrot	p ɛ ɹ ə t
buffer	b ʌ f ɝ
twitch	t w ɪ tʃ
conceptualize	k ə n s ɛ p tʃ w ə ɫ aɪ z
ghostly	ɡ oʊ s t ɫ i
galley	ɡ æ ɫ i
levy	ɫ ɛ v i
neuroscience	n j ʊ ɹ oʊ s aɪ ə n s
grassy	ɡ ɹ æ s i
tachycardia	t ɑ k i k ɑ ɹ d i ə
pal	p æ ɫ
crank	k ɹ æ ŋ k
orally	ɔ ɹ ə ɫ i
deceit	d ə s i t
speedily	s p i d ə ɫ i
incomprehensible	ɪ ŋ k ɑ m p ɹ ə h ɛ n s ɪ b ə ɫ
graphite	ɡ ɹ æ f aɪ t
inasmuch	ɪ n æ s m ə k
postmodern	p oʊ s t m ɑ d ɝ n
marking	m ɑ ɹ k ɪ ŋ
faithfulness	f eɪ θ f ə ɫ n ɛ s
shale	ʃ eɪ ɫ
affluent	æ f ɫ u ə n t
treachery	t ɹ ɛ tʃ ɝ i
cape	k eɪ p
mop	m ɑ p
incubation	ɪ ŋ k j u b eɪ ʃ ə n
inaccessible	ɪ n ə k s ɛ s ə b ə ɫ
assimilate	ə s ɪ m ə ɫ eɪ t
implantation	ɪ m p ɫ æ n t eɪ ʃ ə n
conclusive	k ə n k ɫ u s ɪ v
habitation	h æ b ə t eɪ ʃ ə n
defender	d ɪ f ɛ n d ɝ
sentry	s ɛ n t ɹ i
flirt	f ɫ ɝ t
promotional	p ɹ ə m oʊ ʃ ə n ə ɫ
poke	p oʊ k
ingestion	ɪ n dʒ ɛ s tʃ ə n
sparkle	s p ɑ ɹ k ə ɫ
obediently	oʊ b i d i ə n t ɫ i
enlist	ɛ n ɫ ɪ s t
shabby	ʃ æ b i
unresolved	ə n ɹ ɪ z ɑ ɫ v d
rubble	ɹ ʌ b ə ɫ
supposition	s ʌ p ə z ɪ ʃ ə n
arbitrator	ɑ ɹ b ɪ t ɹ eɪ t ɝ
sullen	s ʌ ɫ ə n
arsenic	ɑ ɹ s ə n ɪ k
dissimilar	d ɪ s ɪ m ə ɫ ɝ
premier	p ɹ ɛ m ɪ ɹ
facade	f ə s ɑ d
sieve	s ɪ v
folklore	f oʊ k ɫ ɔ ɹ
tangent	t æ n dʒ ə n t
flaw	f ɫ ɔ
gracefully	ɡ ɹ eɪ s f ə ɫ i
subsidy	s ʌ b s ɪ d i
exponentially	ɛ k s p oʊ n ɛ n ʃ ə ɫ i
cohesive	k oʊ h i s ɪ v
sandstone	s æ n d s t oʊ n
liturgical	ɫ ə t ɝ dʒ ɪ k ə ɫ
quart	k w ɔ ɹ t
mockery	m ɑ k ɝ i
purposeful	p ɝ p ə s f ə ɫ
spleen	s p ɫ i n
helm	h ɛ ɫ m
neurologic	n ʊ ɹ ə ɫ ɑ dʒ ɪ k
mural	m j ʊ ɹ ə ɫ
fraudulent	f ɹ ɔ dʒ ə ɫ ə n t
deflection	d ɪ f ɫ ɛ k ʃ ə n
pinpoint	p ɪ n p ɔɪ n t
transcendence	t ɹ æ n s ɛ n d ə n s
orator	ɔ ɹ ə t ɝ
overwhelm	oʊ v ɝ w ɛ ɫ m
diaphragm	d aɪ ə f ɹ æ m
lavender	ɫ æ v ə n d ɝ
deterrence	d ɪ t ɝ ə n s
broom	b ɹ u m
dissipate	d ɪ s ə p eɪ t
overtime	oʊ v ɝ t aɪ m
circumvent	s ɝ k ə m v ɛ n t
thinly	θ ɪ n ɫ i
atheist	eɪ θ i ə s t
coastline	k oʊ s t ɫ aɪ n
lobster	ɫ ɑ b s t ɝ
insistent	ɪ n s ɪ s t ə n t
seductive	s ɪ d ʌ k t ɪ v
liaison	ɫ i eɪ z ɑ n
sharpen	ʃ ɑ ɹ p ə n
homeostasis	h oʊ m i oʊ s t eɪ s ə s
cafe	k ə f eɪ
runaway	ɹ ʌ n ə w eɪ
lagoon	ɫ ə ɡ u n
enlighten	ɛ n ɫ aɪ t ə n
collide	k ə ɫ aɪ d
falsely	f ɔ ɫ s ɫ i
fasten	f æ s ə n
yolk	j oʊ k
autobiographical	ɔ t ə b aɪ ə ɡ ɹ æ f ɪ k ə ɫ
professionalism	p ɹ ə f ɛ ʃ ə n ə ɫ ɪ z ə m
tranquil	t ɹ æ ŋ k w ə ɫ
cordial	k ɔ ɹ dʒ ə ɫ
cytoplasm	s aɪ t ə p ɫ æ z ə m
fibrous	f aɪ b ɹ ə s
lettuce	ɫ ɛ t ə s
orthodoxy	ɔ ɹ θ ə d ɑ k s i
allegory	æ ɫ ə ɡ ɔ ɹ i
snail	s n eɪ ɫ
defer	d ɪ f ɝ
hound	h aʊ n d
manifesto	m æ n ə f ɛ s t oʊ
disrespect	d ɪ s ɹ ɪ s p ɛ k t
stale	s t eɪ ɫ
atrium	eɪ t ɹ i ə m
disproportionate	d ɪ s p ɹ ə p ɔ ɹ ʃ ə n ɪ t
sleek	s ɫ i k
bridle	b ɹ aɪ d ə ɫ
ply	p ɫ aɪ
pact	p æ k t
harmonize	h ɑ ɹ m ə n aɪ z
dehydration	d i h aɪ d ɹ eɪ ʃ ə n
pancreas	p æ n k ɹ i ə s
madman	m æ d m æ n
tatter	t æ t ɝ
chi	k aɪ
southward	s aʊ θ w ɝ d
categorize	k æ t ə ɡ ɝ aɪ z
untreated	ə n t ɹ i t ɪ d
naturalist	n æ tʃ ɝ ə ɫ ə s t
squire	s k w aɪ ɹ
wholesome	h oʊ ɫ s ə m
erupt	ɪ ɹ ʌ p t
overdose	oʊ v ɝ d oʊ s
forsake	f ɔ ɹ s eɪ k
payroll	p eɪ ɹ oʊ ɫ
universality	j u n ə v ɝ s æ ɫ ə t i
deduce	d ɪ d u s
hereby	h ɪ ɹ b aɪ
starve	s t ɑ ɹ v
doubly	d ʌ b ɫ i
logistic	ɫ ə dʒ ɪ s t ɪ k
polymorphism	p ɑ ɫ i m ɔ ɹ f ɪ z m
snowy	s n oʊ i
anarchist	æ n ɝ k ɪ s t
devout	d ɪ v aʊ t
disappoint	d ɪ s ə p ɔɪ n t
automotive	ɔ t ə m oʊ t ɪ v
bedtime	b ɛ d t aɪ m
unbelievable	ʌ n b ə ɫ i v ə b ə ɫ
genital	dʒ ɛ n ə t ə ɫ
spurt	s p ɝ t
hypocrisy	h ɪ p ɑ k ɹ ə s i
synonym	s ɪ n ə n ɪ m
allude	ə ɫ u d
honeymoon	h ʌ n i m u n
ocular	ɔ k j u ɫ ɝ
obligatory	ə b ɫ ɪ ɡ ə t ɔ ɹ i
adequacy	æ d ə k w ə s i
uncontrolled	ʌ n k ə n t ɹ oʊ ɫ d
confide	k ə n f aɪ d
tenor	t ɛ n ɝ
manpower	m æ n p aʊ ɝ
bluntly	b ɫ ʌ n t ɫ i
shortcut	ʃ ɔ ɹ t k ʌ t
cortisol	k ɔ ɹ t ɪ s ɔ ɫ
swan	s w ɑ n
humid	h j u m ə d
thermometer	θ ɝ m ɑ m ə t ɝ
foyer	f ɔɪ ɝ
resistor	ɹ ɪ z ɪ s t ɝ
gluten	ɡ ɫ u t ə n
spindle	s p ɪ n d ə ɫ
spacecraft	s p eɪ s k ɹ æ f t
berth	b ɝ θ
contraceptive	k ɑ n t ɹ ə s ɛ p t ɪ v
lull	ɫ ʌ ɫ
wreath	ɹ i θ
unimportant	ə n ɪ m p ɔ ɹ t ə n t
centrally	s ɛ n t ɹ ə ɫ i
guru	ɡ u ɹ u
photosynthesis	f oʊ t oʊ s ɪ n θ ə s ɪ s
horrific	h ɔ ɹ ɪ f ɪ k
multivariate	m ʌ ɫ t i v æ ɹ i ɪ t
variously	v ɛ ɹ i ə s ɫ i
occult	ə k ʌ ɫ t
doorbell	d ɔ ɹ b ɛ ɫ
originality	ɝ ɪ dʒ ə n æ ɫ ɪ t i
firstly	f ɝ s t ɫ i
precaution	p ɹ i k ɔ ʃ ə n
fearless	f ɪ ɹ ɫ ə s
amuse	ə m j u z
swipe	s w aɪ p
inadequacy	ɪ n æ d ɪ k w ə s i
apprenticeship	ə p ɹ ɛ n t ə s ʃ ɪ p
horde	h ɔ ɹ d
felony	f ɛ ɫ ə n i
psychologically	s aɪ k ə ɫ ɑ dʒ ɪ k ɫ i
intracranial	ɪ n t ɹ ə k ɹ eɪ n i ə ɫ
scoundrel	s k aʊ n d ɹ ə ɫ
delineate	d ɪ ɫ ɪ n i eɪ t
psychoanalytic	s aɪ k oʊ æ n ə ɫ ɪ t ɪ k
stupidity	s t u p ɪ d ɪ t i
hormonal	h ɔ ɹ m oʊ n ə ɫ
nothingness	n ʌ θ ɪ ŋ n ə s
heave	h i v
asphalt	æ s f ɔ ɫ t
vertebral	v ɝ t ə b ɹ ə ɫ
vegan	v ɛ ɡ ə n
odour	oʊ d ɝ
pharmacist	f ɑ ɹ m ə s ɪ s t
troll	t ɹ oʊ ɫ
recur	ɹ ɪ k ɝ
lipstick	ɫ ɪ p s t ɪ k
paranoid	p ɛ ɹ ə n ɔɪ d
grenade	ɡ ɹ ə n eɪ d
flinch	f ɫ ɪ n tʃ
preferential	p ɹ ɛ f ɝ ɛ n ʃ ə ɫ
ghastly	ɡ æ s t ɫ i
briskly	b ɹ ɪ s k ɫ i
succumb	s ə k ʌ m
goddamn	ɡ ɑ d d æ m
flexion	f ɫ ɛ k ʃ ə n
obsessive	ə b s ɛ s ɪ v
po	p oʊ
ratification	ɹ æ t ə f ə k eɪ ʃ ə n
invoice	ɪ n v ɔɪ s
relocation	ɹ i ɫ oʊ k eɪ ʃ ə n
admiral	æ d m ɝ ə ɫ
mixer	m ɪ k s ɝ
rationalize	ɹ æ ʃ ə n ə ɫ aɪ z
vodka	v ɑ d k ə
generality	dʒ ɛ n ɝ æ ɫ ə t i
fauna	f ɔ n ə
subvert	s ə b v ɝ t
spinach	s p ɪ n ə tʃ
extrinsic	ɛ k s t ɹ ɪ n s ɪ k
solute	s ɑ ɫ j u t
rightful	ɹ aɪ t f ə ɫ
musket	m ʌ s k ə t
cloudy	k ɫ aʊ d i
groin	ɡ ɹ ɔɪ n
drizzle	d ɹ ɪ z ə ɫ
dime	d aɪ m
prowess	p ɹ aʊ ə s
haughty	h ɔ t i
tweet	t w i t
iris	aɪ ɹ ə s
hateful	h eɪ t f ə ɫ
horribly	h ɔ ɹ ə b ɫ i
luncheon	ɫ ʌ n tʃ ə n
ghetto	ɡ ɛ t oʊ
coagulation	k oʊ æ ɡ j ə ɫ eɪ ʃ ə n
orient	ɔ ɹ i ɛ n t
makeshift	m eɪ k ʃ ɪ f t
adjunct	æ dʒ ʌ ŋ k t
barricade	b æ ɹ ə k eɪ d
prostitute	p ɹ ɑ s t ə t u t
outperform	aʊ t p ɝ f ɔ ɹ m
benevolence	b ə n ɛ v ə ɫ ə n s
subcutaneous	s ə b k j u t eɪ n i ə s
pierce	p ɪ ɹ s
incompetent	ɪ n k ɑ m p ə t ə n t
prima	p ɹ i m ə
anonymity	æ n ə n ɪ m ɪ t i
salesperson	s eɪ ɫ z p ɝ s ə n
superpower	s u p ɝ p aʊ ɝ
forestry	f ɔ ɹ ə s t ɹ i
rationally	ɹ æ ʃ ə n ə ɫ i
prism	p ɹ ɪ z ə m
ambivalent	æ m b ɪ v ə ɫ ə n t
appellate	ə p ɛ ɫ ɪ t
cystic	s ɪ s t ɪ k
airborne	ɛ ɹ b ɔ ɹ n
interpolation	ɪ t ɝ p ə ɫ eɪ ʃ ə n
squarely	s k w ɛ ɹ ɫ i
insomnia	ɪ n s ɑ m n i ə
appease	ə p i z
lyric	ɫ ɪ ɹ ɪ k
apocalyptic	ə p ɑ k ə ɫ ɪ p t ɪ k
exemplar	ɪ ɡ z ɛ m p ɫ ɑ ɹ
synergy	s ɪ n ɝ dʒ i
moustache	m ʌ s t æ ʃ
dashboard	d æ ʃ b ɔ ɹ d
fisherman	f ɪ ʃ ɝ m æ n
concussion	k ə n k ʌ ʃ ə n
childbirth	tʃ aɪ ɫ d b ɝ θ
etiquette	ɛ t ə k ə t
psychotic	s aɪ k ɑ t ɪ k
proliferate	p ɹ oʊ ɫ ɪ f ɝ eɪ t
secrete	s ɪ k ɹ i t
automaton	ɔ t ɑ m ə t ɑ n
disable	d ɪ s eɪ b ə ɫ
spade	s p eɪ d
fictitious	f ɪ k t ɪ ʃ ə s
beep	b i p
decisively	d ɪ s aɪ s ɪ v ɫ i
dent	d ɛ n t
legality	ɫ i ɡ æ ɫ ə t i
labyrinth	ɫ æ b ɝ ɪ n θ
accomplice	ə k ɑ m p ɫ ə s
corporal	k ɔ ɹ p ɝ ə ɫ
representational	ɹ ɛ p ɹ ə z ə n t eɪ ʃ ə n ə ɫ
plaza	p ɫ ɑ z ə
hover	h ʌ v ɝ
chemically	k ɛ m ə k ɫ i
deceptive	d ɪ s ɛ p t ɪ v
insightful	ɪ n s aɪ t f ə ɫ
modernism	m ɑ d ɝ n ɪ z ə m
abstain	ə b s t eɪ n
posit	p ɑ z ə t
endanger	ɛ n d eɪ n dʒ ɝ
dainty	d eɪ n t i
runoff	ɹ ʌ n ɔ f
mucosal	m j u k oʊ s ə ɫ
ballroom	b ɔ ɫ ɹ u m
synaptic	s ɪ n æ p t ɪ k
tributary	t ɹ ɪ b j ə t ɛ ɹ i
deviant	d i v i ə n t
cartel	k ɑ ɹ t ɛ ɫ
inexplicable	ɪ n ə k s p ɫ ɪ s ə b ə ɫ
aorta	eɪ ɔ ɹ t ə
stag	s t æ ɡ
obscurity	ə b s k j ʊ ɹ ə t i
rue	ɹ u
piston	p ɪ s t ə n
lass	ɫ æ s
wellness	w ɛ ɫ n ə s
stony	s t oʊ n i
imperialist	ɪ m p ɪ ɹ i ə ɫ ɪ s t
historiography	h ɪ s t ɔ ɹ i ɑ ɡ ɹ ə f i
biologically	b aɪ ə ɫ ɑ dʒ ɪ k ɫ i
freshman	f ɹ ɛ ʃ m ə n
afterlife	æ f t ɝ ɫ aɪ f
biosynthesis	b aɪ oʊ s ɪ n θ ɛ s ɪ s
manageable	m æ n ɪ dʒ ə b ə ɫ
defiant	d ɪ f aɪ ə n t
retribution	ɹ ɛ t ɹ ə b j u ʃ ə n
undisturbed	ʌ n d ɪ s t ɝ b d
reprimand	ɹ ɛ p ɹ ə m æ n d
platoon	p ɫ ə t u n
legitimize	ɫ ə dʒ ɪ t ə m aɪ z
kindred	k ɪ n d ɹ ɪ d
sufferer	s ʌ f ɝ ɝ
fir	f ɝ
boar	b ɔ ɹ
devastation	d ɛ v ə s t eɪ ʃ ə n
baker	b eɪ k ɝ
mistrust	m ɪ s t ɹ ʌ s t
sire	s aɪ ɝ
chronology	k ɹ ə n ɑ ɫ ə dʒ i
benefactor	b ɛ n ə f æ k t ɝ
inexperienced	ɪ n ɪ k s p ɪ ɹ i ə n s t
sender	s ɛ n d ɝ
metre	m i t ɝ
commonality	k ɑ m ə n æ ɫ ə t i
sine	s aɪ n
gestation	dʒ ɛ s t eɪ ʃ ə n
hitch	h ɪ tʃ
camouflage	k æ m ə f ɫ ɑ ʒ
woo	w u
township	t aʊ n ʃ ɪ p
thyself	ð aɪ s ɛ ɫ f
undeniable	ʌ n d ɪ n aɪ ə b ə ɫ
amenable	ə m ɛ n ə b ə ɫ
punk	p ʌ ŋ k
spout	s p aʊ t
vigilance	v ɪ dʒ ə ɫ ə n s
dormant	d ɔ ɹ m ə n t
nanny	n æ n i
uneasiness	ʌ n i z i n ə s
particulate	p ɝ t ɪ k j ə ɫ ə t
gutter	ɡ ʌ t ɝ
substantiate	s ə b s t æ n tʃ i eɪ t
gunshot	ɡ ʌ n ʃ ɑ t
coldness	k oʊ ɫ d n ə s
perpetually	p ɝ p ɛ tʃ u ə ɫ i
veterinary	v ɛ t ɹ ə n ɛ ɹ i
aux	oʊ
pickle	p ɪ k ə ɫ
actuality	æ k tʃ u æ ɫ ə t i
suitability	s u t ə b ɪ ɫ ɪ t i
sup	s ʌ p
subordination	s ə b ɔ ɹ d ə n eɪ ʃ ə n
excretion	ɪ k s k ɹ i ʃ ə n
perverse	p ɝ v ɝ s
rubric	ɹ u b ɹ ɪ k
tentatively	t ɛ n t ə t ɪ v ɫ i
purport	p ɝ p ɔ ɹ t
hospitalization	h ɑ s p ɪ t ə ɫ ə z eɪ ʃ ə n
obstruct	ə b s t ɹ ʌ k t
improbable	ɪ m p ɹ ɑ b ə b ə ɫ
tint	t ɪ n t
metropolis	m ə t ɹ ɑ p ə ɫ ə s
playfully	p ɫ eɪ f ə ɫ i
argumentation	ɑ ɹ ɡ j ə m ɛ n t eɪ ʃ ə n
envious	ɛ n v i ə s
strikingly	s t ɹ aɪ k ɪ ŋ ɫ i
referee	ɹ ɛ f ɝ i
fertilization	f ɝ t ə ɫ ɪ z eɪ ʃ ə n
speck	s p ɛ k
hydrocarbon	h aɪ d ɹ oʊ k ɑ ɹ b ə n
ecstatic	ɛ k s t æ t ɪ k
sophistication	s ə f ɪ s t ə k eɪ ʃ ə n
masonry	m eɪ s ə n ɹ i
senseless	s ɛ n s ɫ ə s
cornerstone	k ɔ ɹ n ɝ s t oʊ n
spreadsheet	s p ɹ ɛ d ʃ i t
hypotension	h aɪ p oʊ t ɛ n ʃ ə n
effluent	ɛ f ɫ u ə n t
reappear	ɹ i ə p ɪ ɹ
peculiarly	p ɪ k j u ɫ j ɝ ɫ i
convolution	k ɑ n v ə ɫ u ʃ ə n
doctrinal	d ɑ k t ɹ ə n ə ɫ
reimbursement	ɹ i ɪ m b ɝ s m ə n t
electorate	ɪ ɫ ɛ k t ɝ ə t
abundantly	ə b ʌ n d ə n t ɫ i
pharmacological	f ɑ ɹ m ə k ə ɫ ɑ dʒ ɪ k ə ɫ
anthology	æ n θ ɑ ɫ ə dʒ i
sultan	s ʌ ɫ t ə n
fraternity	f ɹ ə t ɝ n ə t i
eternally	ɪ t ɝ n ə ɫ i
ping	p ɪ ŋ
postpone	p oʊ s t p oʊ n
epidemiology	ɛ p ə d ɛ m i ɑ ɫ ə dʒ i
faire	f ɛ ɹ
lightweight	ɫ aɪ t w eɪ t
unanimous	j u n æ n ə m ə s
rift	ɹ ɪ f t
fingerprint	f ɪ ŋ ɡ ɝ p ɹ ɪ n t
iodine	aɪ ə d aɪ n
caricature	k ɛ ɹ ə k ə tʃ ɝ
disconnect	d ɪ s k ə n ɛ k t
mellitus	m ɛ ɫ ɪ t ə s
receptionist	ɹ ɪ s ɛ p ʃ ə n ɪ s t
takeover	t eɪ k oʊ v ɝ
underpin	ʌ n d ɝ p ɪ n
simplistic	s ɪ m p ɫ ɪ s t ɪ k
accelerator	æ k s ɛ ɫ ɝ eɪ t ɝ
postcard	p oʊ s t k ɑ ɹ d
sepsis	s ɛ p s ɪ s
bankrupt	b æ ŋ k ɹ ə p t
splinter	s p ɫ ɪ n t ɝ
nourishment	n ɝ ɪ ʃ m ə n t
brotherhood	b ɹ ʌ ð ɝ h ʊ d
embroidery	ɛ m b ɹ ɔɪ d ɝ i
conservatism	k ə n s ɝ v ə t ɪ z ə m
conscientious	k ɑ n ʃ i ɛ n ʃ ə s
subconsciously	s ə b k ɑ n ʃ ə s ɫ i
bookstore	b ʊ k s t ɔ ɹ
abduction	æ b d ʌ k ʃ ə n
apparition	æ p ɝ ɪ ʃ ə n
aberration	æ b ɝ eɪ ʃ ə n
artificially	ɑ ɹ t ə f ɪ ʃ ə ɫ i
equip	ɪ k w ɪ p
bog	b ɑ ɡ
apprehend	æ p ɹ ɪ h ɛ n d
footman	f ʊ t m ə n
overboard	oʊ v ɝ b ɔ ɹ d
ruby	ɹ u b i
theorist	θ i ɝ ɪ s t
propel	p ɹ ə p ɛ ɫ
avert	ə v ɝ t
distillation	d ɪ s t ə ɫ eɪ ʃ ə n
fluency	f ɫ u ə n s i
archaic	ɑ ɹ k eɪ ɪ k
multimedia	m ʌ ɫ t i m i d i ə
structurally	s t ɹ ʌ k tʃ ɝ ə ɫ i
crook	k ɹ ʊ k
versatile	v ɝ s ə t ə ɫ
chisel	tʃ ɪ z ə ɫ
dice	d aɪ s
